provider_reference,negotiated_rate,billing_code,billing_code_type,negotiation_arrangement,negotiated_type,billing_class
17922,302.040000,0002M,CPT,ffs,negotiated,professional
3123,302.040000,0002M,CPT,ffs,negotiated,professional
8608,503.400000,0002M,CPT,ffs,negotiated,professional
42646,608.110000,0002M,CPT,ffs,negotiated,professional
9929,1243.400000,0002M,CPT,ffs,negotiated,professional
46361,604.080000,0002M,CPT,ffs,negotiated,institutional
57793,226.530000,0002M,CPT,ffs,negotiated,professional
26880,251.700000,0002M,CPT,ffs,negotiated,professional
26898,245.770000,0002M,CPT,ffs,negotiated,professional
8299,322.780000,0002M,CPT,ffs,negotiated,professional
24357,211.430000,0002M,CPT,ffs,negotiated,professional
37286,503.400000,0002M,CPT,ffs,negotiated,professional
56581,211.430000,0002M,CPT,ffs,negotiated,professional
27047,211.430000,0002M,CPT,ffs,negotiated,professional
57937,453.060000,0002M,CPT,ffs,negotiated,institutional
24149,211.430000,0002M,CPT,ffs,negotiated,professional
6538,211.430000,0002M,CPT,ffs,negotiated,professional
44669,211.430000,0002M,CPT,ffs,negotiated,professional
55946,226.530000,0002M,CPT,ffs,negotiated,professional
50000,302.040000,0002M,CPT,ffs,negotiated,professional
17073,211.430000,0002M,CPT,ffs,negotiated,professional
8408,302.040000,0002M,CPT,ffs,negotiated,professional
32578,302.040000,0002M,CPT,ffs,negotiated,professional
35029,503.400000,0002M,CPT,ffs,negotiated,professional
59787,251.700000,0002M,CPT,ffs,negotiated,professional
37937,503.400000,0002M,CPT,ffs,negotiated,professional
40138,251.700000,0002M,CPT,ffs,negotiated,professional
21921,211.430000,0002M,CPT,ffs,negotiated,professional
55215,755.100000,0002M,CPT,ffs,negotiated,professional
7260,211.430000,0002M,CPT,ffs,negotiated,professional
18531,211.430000,0002M,CPT,ffs,negotiated,professional
28924,302.040000,0002M,CPT,ffs,negotiated,professional
23642,211.430000,0002M,CPT,ffs,negotiated,professional
57987,211.430000,0002M,CPT,ffs,negotiated,professional
47985,302.040000,0002M,CPT,ffs,negotiated,professional
23304,302.040000,0002M,CPT,ffs,negotiated,professional
13337,211.430000,0002M,CPT,ffs,negotiated,professional
29808,219.970000,0002M,CPT,ffs,negotiated,professional
41912,427.890000,0002M,CPT,ffs,negotiated,professional
8052,312.110000,0002M,CPT,ffs,negotiated,professional
57909,503.400000,0002M,CPT,ffs,negotiated,professional
8092,211.430000,0002M,CPT,ffs,negotiated,professional
31635,302.040000,0002M,CPT,ffs,negotiated,professional
18950,211.430000,0002M,CPT,ffs,negotiated,professional
12120,211.430000,0002M,CPT,ffs,negotiated,professional
21541,211.430000,0002M,CPT,ffs,negotiated,professional
6552,302.040000,0002M,CPT,ffs,negotiated,professional
11245,218.690000,0002M,CPT,ffs,negotiated,professional
8852,211.430000,0002M,CPT,ffs,negotiated,professional
44190,402.720000,0002M,CPT,ffs,negotiated,professional
57348,211.430000,0002M,CPT,ffs,negotiated,professional
29203,825.580000,0002M,CPT,ffs,negotiated,professional
41814,211.430000,0002M,CPT,ffs,negotiated,professional
37465,503.400000,0002M,CPT,ffs,negotiated,professional
4003,211.430000,0002M,CPT,ffs,negotiated,professional
51086,211.430000,0002M,CPT,ffs,negotiated,professional
59134,211.430000,0002M,CPT,ffs,negotiated,professional
31332,211.430000,0002M,CPT,ffs,negotiated,professional
48381,211.430000,0002M,CPT,ffs,negotiated,professional
33671,211.430000,0002M,CPT,ffs,negotiated,professional
19604,211.430000,0002M,CPT,ffs,negotiated,professional
51263,211.430000,0002M,CPT,ffs,negotiated,professional
5843,719.860000,0002M,CPT,ffs,negotiated,professional
33137,611.930000,0002M,CPT,ffs,negotiated,professional
39797,211.430000,0002M,CPT,ffs,negotiated,professional
47851,302.040000,0002M,CPT,ffs,negotiated,professional
35255,302.040000,0002M,CPT,ffs,negotiated,professional
35928,528.570000,0002M,CPT,ffs,negotiated,professional
55108,211.430000,0002M,CPT,ffs,negotiated,professional
15166,211.430000,0002M,CPT,ffs,negotiated,professional
40798,211.430000,0002M,CPT,ffs,negotiated,professional
52709,211.430000,0002M,CPT,ffs,negotiated,professional
36817,211.430000,0002M,CPT,ffs,negotiated,professional
30867,251.700000,0002M,CPT,ffs,negotiated,professional
47091,176.190000,0002M,CPT,ffs,negotiated,professional
16352,302.040000,0002M,CPT,ffs,negotiated,professional
34064,302.040000,0002M,CPT,ffs,negotiated,professional
44111,211.430000,0002M,CPT,ffs,negotiated,professional
38743,211.430000,0002M,CPT,ffs,negotiated,professional
24350,211.430000,0002M,CPT,ffs,negotiated,professional
19365,211.430000,0002M,CPT,ffs,negotiated,professional
20675,503.400000,0002M,CPT,ffs,negotiated,professional
38621,453.060000,0002M,CPT,ffs,negotiated,institutional
25060,176.190000,0002M,CPT,ffs,negotiated,professional
48836,503.400000,0002M,CPT,ffs,negotiated,professional
15154,211.430000,0002M,CPT,ffs,negotiated,professional
37318,302.040000,0002M,CPT,ffs,negotiated,professional
40882,211.430000,0002M,CPT,ffs,negotiated,professional
53837,503.400000,0002M,CPT,ffs,negotiated,professional
21529,211.430000,0002M,CPT,ffs,negotiated,professional
20455,211.430000,0002M,CPT,ffs,negotiated,professional
54394,211.430000,0002M,CPT,ffs,negotiated,professional
28765,302.040000,0002M,CPT,ffs,negotiated,professional
10853,251.700000,0002M,CPT,ffs,negotiated,professional
42128,211.430000,0002M,CPT,ffs,negotiated,professional
36891,201.360000,0002M,CPT,ffs,negotiated,professional
50670,211.430000,0002M,CPT,ffs,negotiated,professional
24865,251.700000,0002M,CPT,ffs,negotiated,professional
33069,211.430000,0002M,CPT,ffs,negotiated,professional
17213,211.430000,0002M,CPT,ffs,negotiated,professional
54864,211.430000,0002M,CPT,ffs,negotiated,professional
53451,211.430000,0002M,CPT,ffs,negotiated,professional
45597,211.430000,0002M,CPT,ffs,negotiated,professional
54801,211.430000,0002M,CPT,ffs,negotiated,professional
43504,211.430000,0002M,CPT,ffs,negotiated,professional
5969,211.430000,0002M,CPT,ffs,negotiated,professional
40429,302.040000,0002M,CPT,ffs,negotiated,professional
46451,402.720000,0002M,CPT,ffs,negotiated,professional
1883,176.190000,0002M,CPT,ffs,negotiated,professional
8151,302.040000,0002M,CPT,ffs,negotiated,professional
46241,211.430000,0002M,CPT,ffs,negotiated,professional
13103,302.040000,0002M,CPT,ffs,negotiated,professional
57124,302.040000,0002M,CPT,ffs,negotiated,professional
43894,211.430000,0002M,CPT,ffs,negotiated,professional
23405,211.430000,0002M,CPT,ffs,negotiated,professional
13133,302.040000,0002M,CPT,ffs,negotiated,professional
12362,503.400000,0002M,CPT,ffs,negotiated,professional
38989,302.040000,0002M,CPT,ffs,negotiated,professional
27464,528.570000,0002M,CPT,ffs,negotiated,professional
51873,1179.090000,0002M,CPT,ffs,negotiated,professional
1350,276.870000,0002M,CPT,ffs,negotiated,professional
30578,211.430000,0002M,CPT,ffs,negotiated,professional
26624,226.530000,0002M,CPT,ffs,negotiated,professional
669,211.430000,0002M,CPT,ffs,negotiated,professional
36939,444.730000,0002M,CPT,ffs,negotiated,professional
38949,211.430000,0002M,CPT,ffs,negotiated,professional
12853,659.450000,0002M,CPT,ffs,negotiated,professional
58493,211.430000,0002M,CPT,ffs,negotiated,professional
48726,302.040000,0002M,CPT,ffs,negotiated,professional
36900,302.040000,0002M,CPT,ffs,negotiated,professional
1,322.180000,0002M,CPT,ffs,negotiated,professional
46584,503.400000,0002M,CPT,ffs,negotiated,professional
15351,659.450000,0002M,CPT,ffs,negotiated,professional
3870,503.400000,0002M,CPT,ffs,negotiated,institutional
61646,302.040000,0002M,CPT,ffs,negotiated,professional
28230,226.530000,0002M,CPT,ffs,negotiated,professional
17767,311.920000,0002M,CPT,ffs,negotiated,professional
22910,211.430000,0002M,CPT,ffs,negotiated,professional
61777,503.400000,0002M,CPT,ffs,negotiated,institutional
36865,211.430000,0002M,CPT,ffs,negotiated,professional
31248,302.040000,0002M,CPT,ffs,negotiated,professional
33331,302.040000,0002M,CPT,ffs,negotiated,professional
1829,211.430000,0002M,CPT,ffs,negotiated,professional
4390,251.700000,0002M,CPT,ffs,negotiated,professional
1949,211.430000,0002M,CPT,ffs,negotiated,professional
2585,211.430000,0002M,CPT,ffs,negotiated,professional
30915,251.700000,0002M,CPT,ffs,negotiated,professional
3367,176.190000,0002M,CPT,ffs,negotiated,professional
42377,211.430000,0002M,CPT,ffs,negotiated,professional
30408,276.870000,0002M,CPT,ffs,negotiated,professional
42302,211.430000,0002M,CPT,ffs,negotiated,professional
52356,211.430000,0002M,CPT,ffs,negotiated,professional
25237,302.040000,0002M,CPT,ffs,negotiated,professional
53245,211.430000,0002M,CPT,ffs,negotiated,professional
9293,226.530000,0002M,CPT,ffs,negotiated,professional
35714,302.040000,0002M,CPT,ffs,negotiated,professional
29446,211.430000,0002M,CPT,ffs,negotiated,professional
25081,226.530000,0002M,CPT,ffs,negotiated,professional
30319,969.050000,0002M,CPT,ffs,negotiated,professional
16719,211.430000,0002M,CPT,ffs,negotiated,professional
22956,211.430000,0002M,CPT,ffs,negotiated,professional
51924,211.430000,0002M,CPT,ffs,negotiated,professional
1050,302.040000,0002M,CPT,ffs,negotiated,professional
33263,302.040000,0002M,CPT,ffs,negotiated,professional
5103,211.430000,0002M,CPT,ffs,negotiated,professional
52217,211.430000,0002M,CPT,ffs,negotiated,professional
44940,302.040000,0002M,CPT,ffs,negotiated,professional
61555,302.040000,0002M,CPT,ffs,negotiated,professional
34851,211.430000,0002M,CPT,ffs,negotiated,professional
42862,302.040000,0002M,CPT,ffs,negotiated,professional
31054,302.040000,0002M,CPT,ffs,negotiated,professional
54168,211.430000,0002M,CPT,ffs,negotiated,professional
40076,256.730000,0002M,CPT,ffs,negotiated,professional
37658,276.870000,0002M,CPT,ffs,negotiated,professional
5641,251.700000,0002M,CPT,ffs,negotiated,professional
22610,211.430000,0002M,CPT,ffs,negotiated,professional
21007,211.430000,0002M,CPT,ffs,negotiated,professional
22825,302.040000,0002M,CPT,ffs,negotiated,professional
18333,211.430000,0002M,CPT,ffs,negotiated,professional
28014,211.430000,0002M,CPT,ffs,negotiated,professional
11756,201.360000,0002M,CPT,ffs,negotiated,professional
46482,211.430000,0002M,CPT,ffs,negotiated,professional
3911,211.430000,0002M,CPT,ffs,negotiated,professional
2097,503.400000,0002M,CPT,ffs,negotiated,professional
43450,302.040000,0002M,CPT,ffs,negotiated,professional
18159,211.430000,0002M,CPT,ffs,negotiated,professional
1049,211.430000,0002M,CPT,ffs,negotiated,professional
27758,211.430000,0002M,CPT,ffs,negotiated,professional
42996,251.700000,0002M,CPT,ffs,negotiated,professional
22785,226.530000,0002M,CPT,ffs,negotiated,professional
36115,211.430000,0002M,CPT,ffs,negotiated,professional
35061,755.100000,0002M,CPT,ffs,negotiated,professional
35820,211.430000,0002M,CPT,ffs,negotiated,professional
55594,251.700000,0002M,CPT,ffs,negotiated,professional
34758,211.430000,0002M,CPT,ffs,negotiated,professional
57881,503.400000,0002M,CPT,ffs,negotiated,professional
35773,503.400000,0002M,CPT,ffs,negotiated,professional
37781,211.430000,0002M,CPT,ffs,negotiated,professional
55361,211.430000,0002M,CPT,ffs,negotiated,professional
54469,302.040000,0002M,CPT,ffs,negotiated,professional
31297,176.190000,0002M,CPT,ffs,negotiated,professional
34225,151.020000,0002M,CPT,ffs,negotiated,professional
51229,503.400000,0002M,CPT,ffs,negotiated,professional
58862,302.040000,0002M,CPT,ffs,negotiated,professional
35415,211.430000,0002M,CPT,ffs,negotiated,professional
58577,211.430000,0002M,CPT,ffs,negotiated,professional
57751,302.040000,0002M,CPT,ffs,negotiated,professional
30115,176.190000,0002M,CPT,ffs,negotiated,professional
37506,211.430000,0002M,CPT,ffs,negotiated,professional
44304,211.430000,0002M,CPT,ffs,negotiated,professional
26485,503.400000,0002M,CPT,ffs,negotiated,professional
55529,226.530000,0002M,CPT,ffs,negotiated,professional
41111,503.400000,0002M,CPT,ffs,negotiated,professional
21268,453.060000,0002M,CPT,ffs,negotiated,institutional
14265,211.430000,0002M,CPT,ffs,negotiated,professional
5025,589.870000,0002M,CPT,ffs,negotiated,professional
36022,211.430000,0002M,CPT,ffs,negotiated,professional
33338,211.430000,0002M,CPT,ffs,negotiated,professional
14126,211.430000,0002M,CPT,ffs,negotiated,professional
57622,211.430000,0002M,CPT,ffs,negotiated,professional
22871,211.430000,0002M,CPT,ffs,negotiated,professional
50423,704.760000,0002M,CPT,ffs,negotiated,professional
51759,302.040000,0002M,CPT,ffs,negotiated,professional
39133,211.430000,0002M,CPT,ffs,negotiated,professional
40526,211.430000,0002M,CPT,ffs,negotiated,professional
22007,176.190000,0002M,CPT,ffs,negotiated,professional
50130,503.400000,0002M,CPT,ffs,negotiated,professional
1525,302.040000,0002M,CPT,ffs,negotiated,professional
24922,211.430000,0002M,CPT,ffs,negotiated,professional
203,211.430000,0002M,CPT,ffs,negotiated,professional
30621,219.990000,0002M,CPT,ffs,negotiated,professional
43599,211.430000,0002M,CPT,ffs,negotiated,professional
31656,211.430000,0002M,CPT,ffs,negotiated,professional
61540,211.430000,0002M,CPT,ffs,negotiated,professional
27017,251.700000,0002M,CPT,ffs,negotiated,professional
61073,211.430000,0002M,CPT,ffs,negotiated,professional
917,211.430000,0002M,CPT,ffs,negotiated,professional
22748,302.040000,0002M,CPT,ffs,negotiated,professional
717,211.430000,0002M,CPT,ffs,negotiated,professional
4763,211.430000,0002M,CPT,ffs,negotiated,professional
24474,1258.500000,0002M,CPT,ffs,negotiated,professional
18201,302.040000,0002M,CPT,ffs,negotiated,professional
56188,302.040000,0002M,CPT,ffs,negotiated,professional
45308,211.430000,0002M,CPT,ffs,negotiated,professional
4997,211.430000,0002M,CPT,ffs,negotiated,professional
52723,302.040000,0002M,CPT,ffs,negotiated,professional
7126,211.430000,0002M,CPT,ffs,negotiated,professional
14867,503.400000,0002M,CPT,ffs,negotiated,professional
37940,211.430000,0002M,CPT,ffs,negotiated,professional
34574,211.430000,0002M,CPT,ffs,negotiated,professional
59755,302.040000,0002M,CPT,ffs,negotiated,professional
33457,211.430000,0002M,CPT,ffs,negotiated,professional
37366,211.430000,0002M,CPT,ffs,negotiated,professional
39441,238.040000,0002M,CPT,ffs,negotiated,professional
61277,211.430000,0002M,CPT,ffs,negotiated,professional
11684,195.570000,0002M,CPT,ffs,negotiated,professional
27580,211.430000,0002M,CPT,ffs,negotiated,professional
40337,302.040000,0002M,CPT,ffs,negotiated,professional
15836,211.430000,0002M,CPT,ffs,negotiated,professional
45998,302.040000,0002M,CPT,ffs,negotiated,professional
51147,211.430000,0002M,CPT,ffs,negotiated,professional
5120,805.440000,0002M,CPT,ffs,negotiated,professional
12812,302.040000,0002M,CPT,ffs,negotiated,professional
12753,302.040000,0002M,CPT,ffs,negotiated,professional
50595,256.730000,0002M,CPT,ffs,negotiated,professional
56897,251.700000,0002M,CPT,ffs,negotiated,professional
32627,503.400000,0002M,CPT,ffs,negotiated,professional
48421,276.870000,0002M,CPT,ffs,negotiated,professional
54429,211.430000,0002M,CPT,ffs,negotiated,professional
5855,453.060000,0002M,CPT,ffs,negotiated,institutional
13783,211.430000,0002M,CPT,ffs,negotiated,professional
60286,971.560000,0002M,CPT,ffs,negotiated,professional
50810,211.430000,0002M,CPT,ffs,negotiated,professional
6452,251.700000,0002M,CPT,ffs,negotiated,professional
45505,211.430000,0002M,CPT,ffs,negotiated,professional
21274,604.080000,0002M,CPT,ffs,negotiated,institutional
38222,226.530000,0002M,CPT,ffs,negotiated,professional
48231,211.430000,0002M,CPT,ffs,negotiated,professional
58454,251.700000,0002M,CPT,ffs,negotiated,professional
54900,211.430000,0002M,CPT,ffs,negotiated,professional
44990,302.040000,0002M,CPT,ffs,negotiated,professional
36247,211.430000,0002M,CPT,ffs,negotiated,professional
16450,377.550000,0002M,CPT,ffs,negotiated,professional
44759,815.510000,0002M,CPT,ffs,negotiated,professional
58645,503.400000,0002M,CPT,ffs,negotiated,professional
44816,211.430000,0002M,CPT,ffs,negotiated,professional
32811,302.040000,0002M,CPT,ffs,negotiated,professional
42846,755.100000,0002M,CPT,ffs,negotiated,professional
61389,302.040000,0002M,CPT,ffs,negotiated,professional
10107,503.400000,0002M,CPT,ffs,negotiated,professional
59837,211.430000,0002M,CPT,ffs,negotiated,professional
33427,211.430000,0002M,CPT,ffs,negotiated,professional
44617,251.700000,0002M,CPT,ffs,negotiated,professional
17395,302.040000,0002M,CPT,ffs,negotiated,professional
52443,211.430000,0002M,CPT,ffs,negotiated,professional
17701,302.040000,0002M,CPT,ffs,negotiated,professional
9146,302.040000,0002M,CPT,ffs,negotiated,professional
6075,302.040000,0002M,CPT,ffs,negotiated,professional
25934,302.040000,0002M,CPT,ffs,negotiated,professional
31339,302.040000,0002M,CPT,ffs,negotiated,professional
51282,211.430000,0002M,CPT,ffs,negotiated,professional
9058,211.430000,0002M,CPT,ffs,negotiated,professional
6701,211.430000,0002M,CPT,ffs,negotiated,professional
53269,211.430000,0002M,CPT,ffs,negotiated,professional
59058,503.400000,0002M,CPT,ffs,negotiated,professional
4125,302.040000,0002M,CPT,ffs,negotiated,professional
37019,302.040000,0002M,CPT,ffs,negotiated,professional
48801,629.250000,0002M,CPT,ffs,negotiated,professional
35244,211.430000,0002M,CPT,ffs,negotiated,professional
26239,328.630000,0002M,CPT,ffs,negotiated,professional
27908,503.400000,0002M,CPT,ffs,negotiated,professional
21250,478.230000,0002M,CPT,ffs,negotiated,professional
10706,211.430000,0002M,CPT,ffs,negotiated,professional
37300,211.430000,0002M,CPT,ffs,negotiated,professional
8849,302.040000,0002M,CPT,ffs,negotiated,professional
42526,211.430000,0002M,CPT,ffs,negotiated,professional
7417,800.410000,0002M,CPT,ffs,negotiated,professional
52638,211.430000,0002M,CPT,ffs,negotiated,professional
29005,211.430000,0002M,CPT,ffs,negotiated,professional
12760,211.430000,0002M,CPT,ffs,negotiated,professional
27078,251.700000,0002M,CPT,ffs,negotiated,professional
40404,211.430000,0002M,CPT,ffs,negotiated,professional
56199,629.250000,0002M,CPT,ffs,negotiated,professional
15262,211.430000,0002M,CPT,ffs,negotiated,professional
17466,211.430000,0002M,CPT,ffs,negotiated,professional
14320,503.400000,0002M,CPT,ffs,negotiated,professional
27957,211.430000,0002M,CPT,ffs,negotiated,professional
36615,211.430000,0002M,CPT,ffs,negotiated,professional
20437,503.400000,0002M,CPT,ffs,negotiated,professional
13912,302.040000,0002M,CPT,ffs,negotiated,professional
8904,251.700000,0002M,CPT,ffs,negotiated,professional
44157,302.040000,0002M,CPT,ffs,negotiated,professional
15275,211.430000,0002M,CPT,ffs,negotiated,professional
54651,513.470000,0002M,CPT,ffs,negotiated,professional
3743,211.430000,0002M,CPT,ffs,negotiated,professional
49056,251.700000,0002M,CPT,ffs,negotiated,professional
57648,302.040000,0002M,CPT,ffs,negotiated,professional
9280,620.900000,0002M,CPT,ffs,negotiated,professional
46480,251.700000,0002M,CPT,ffs,negotiated,professional
50551,654.420000,0002M,CPT,ffs,negotiated,professional
24107,302.040000,0002M,CPT,ffs,negotiated,professional
46107,211.430000,0002M,CPT,ffs,negotiated,professional
33177,256.730000,0002M,CPT,ffs,negotiated,professional
32743,302.040000,0002M,CPT,ffs,negotiated,professional
30721,276.870000,0002M,CPT,ffs,negotiated,professional
29742,503.400000,0002M,CPT,ffs,negotiated,professional
55959,211.430000,0002M,CPT,ffs,negotiated,professional
59240,478.230000,0002M,CPT,ffs,negotiated,professional
46849,503.400000,0002M,CPT,ffs,negotiated,professional
46364,604.080000,0002M,CPT,ffs,negotiated,institutional
18948,251.700000,0002M,CPT,ffs,negotiated,professional
33150,211.430000,0002M,CPT,ffs,negotiated,professional
60802,226.530000,0002M,CPT,ffs,negotiated,professional
60300,302.040000,0002M,CPT,ffs,negotiated,professional
9322,211.430000,0002M,CPT,ffs,negotiated,professional
50102,211.430000,0002M,CPT,ffs,negotiated,professional
54395,211.430000,0002M,CPT,ffs,negotiated,professional
35768,251.700000,0002M,CPT,ffs,negotiated,professional
35640,201.360000,0002M,CPT,ffs,negotiated,professional
10774,211.430000,0002M,CPT,ffs,negotiated,professional
43040,276.870000,0002M,CPT,ffs,negotiated,professional
11789,211.430000,0002M,CPT,ffs,negotiated,professional
39214,211.430000,0002M,CPT,ffs,negotiated,professional
55279,201.360000,0002M,CPT,ffs,negotiated,professional
36484,415.310000,0002M,CPT,ffs,negotiated,professional
12312,211.430000,0002M,CPT,ffs,negotiated,professional
46239,211.430000,0002M,CPT,ffs,negotiated,professional
50888,211.430000,0002M,CPT,ffs,negotiated,professional
11124,644.350000,0002M,CPT,ffs,negotiated,professional
712,211.430000,0002M,CPT,ffs,negotiated,professional
42550,211.430000,0002M,CPT,ffs,negotiated,professional
53869,211.430000,0002M,CPT,ffs,negotiated,professional
37426,211.430000,0002M,CPT,ffs,negotiated,professional
29587,302.040000,0002M,CPT,ffs,negotiated,professional
6112,211.430000,0002M,CPT,ffs,negotiated,professional
37306,302.040000,0002M,CPT,ffs,negotiated,professional
40979,211.430000,0002M,CPT,ffs,negotiated,professional
24041,211.430000,0002M,CPT,ffs,negotiated,professional
42047,211.430000,0002M,CPT,ffs,negotiated,professional
33728,998.750000,0002M,CPT,ffs,negotiated,professional
54303,211.430000,0002M,CPT,ffs,negotiated,professional
12927,211.430000,0002M,CPT,ffs,negotiated,professional
48388,302.040000,0002M,CPT,ffs,negotiated,professional
13657,302.040000,0002M,CPT,ffs,negotiated,professional
20486,302.040000,0002M,CPT,ffs,negotiated,professional
56063,211.430000,0002M,CPT,ffs,negotiated,professional
38628,604.080000,0002M,CPT,ffs,negotiated,institutional
33836,211.430000,0002M,CPT,ffs,negotiated,professional
1308,503.400000,0002M,CPT,ffs,negotiated,professional
29411,302.040000,0002M,CPT,ffs,negotiated,professional
14101,211.430000,0002M,CPT,ffs,negotiated,professional
36216,211.430000,0002M,CPT,ffs,negotiated,professional
58291,211.430000,0002M,CPT,ffs,negotiated,professional
14882,211.430000,0002M,CPT,ffs,negotiated,professional
43986,251.700000,0002M,CPT,ffs,negotiated,professional
38276,211.430000,0002M,CPT,ffs,negotiated,professional
40437,211.430000,0002M,CPT,ffs,negotiated,professional
14631,176.190000,0002M,CPT,ffs,negotiated,professional
24051,211.430000,0002M,CPT,ffs,negotiated,professional
55651,211.430000,0002M,CPT,ffs,negotiated,professional
47170,211.430000,0002M,CPT,ffs,negotiated,professional
8950,211.430000,0002M,CPT,ffs,negotiated,professional
20859,211.430000,0002M,CPT,ffs,negotiated,professional
32326,211.430000,0002M,CPT,ffs,negotiated,professional
4106,211.430000,0002M,CPT,ffs,negotiated,professional
61070,211.430000,0002M,CPT,ffs,negotiated,professional
9341,211.430000,0002M,CPT,ffs,negotiated,professional
56153,302.040000,0002M,CPT,ffs,negotiated,professional
10398,302.040000,0002M,CPT,ffs,negotiated,professional
19791,211.430000,0002M,CPT,ffs,negotiated,professional
39425,211.430000,0002M,CPT,ffs,negotiated,professional
42756,1047.470000,0002M,CPT,ffs,negotiated,professional
58356,211.430000,0002M,CPT,ffs,negotiated,professional
44164,211.430000,0002M,CPT,ffs,negotiated,professional
57575,211.430000,0002M,CPT,ffs,negotiated,professional
56554,302.040000,0002M,CPT,ffs,negotiated,professional
12306,211.430000,0002M,CPT,ffs,negotiated,professional
42460,503.400000,0002M,CPT,ffs,negotiated,professional
50336,211.430000,0002M,CPT,ffs,negotiated,professional
46066,211.430000,0002M,CPT,ffs,negotiated,professional
55386,211.430000,0002M,CPT,ffs,negotiated,professional
26771,211.430000,0002M,CPT,ffs,negotiated,professional
31593,211.430000,0002M,CPT,ffs,negotiated,professional
57456,604.080000,0002M,CPT,ffs,negotiated,professional
14262,302.040000,0002M,CPT,ffs,negotiated,professional
46516,302.040000,0002M,CPT,ffs,negotiated,professional
17924,503.400000,0002M,CPT,ffs,negotiated,professional
51538,211.430000,0002M,CPT,ffs,negotiated,professional
47683,211.430000,0002M,CPT,ffs,negotiated,professional
25477,211.430000,0002M,CPT,ffs,negotiated,professional
39599,302.040000,0002M,CPT,ffs,negotiated,professional
24097,211.430000,0002M,CPT,ffs,negotiated,professional
12733,211.430000,0002M,CPT,ffs,negotiated,professional
22286,211.430000,0002M,CPT,ffs,negotiated,professional
42014,302.040000,0002M,CPT,ffs,negotiated,professional
42275,211.430000,0002M,CPT,ffs,negotiated,professional
1648,302.040000,0002M,CPT,ffs,negotiated,professional
382,302.040000,0002M,CPT,ffs,negotiated,professional
7735,211.430000,0002M,CPT,ffs,negotiated,professional
1941,211.430000,0002M,CPT,ffs,negotiated,professional
43089,211.430000,0002M,CPT,ffs,negotiated,professional
30849,256.730000,0002M,CPT,ffs,negotiated,professional
56157,211.430000,0002M,CPT,ffs,negotiated,professional
7731,251.700000,0002M,CPT,ffs,negotiated,professional
9444,211.430000,0002M,CPT,ffs,negotiated,professional
43402,256.730000,0002M,CPT,ffs,negotiated,professional
32069,460.610000,0002M,CPT,ffs,negotiated,professional
56084,211.430000,0002M,CPT,ffs,negotiated,professional
26481,211.430000,0002M,CPT,ffs,negotiated,professional
8366,302.040000,0002M,CPT,ffs,negotiated,professional
46735,302.040000,0002M,CPT,ffs,negotiated,professional
22395,302.040000,0002M,CPT,ffs,negotiated,professional
7118,211.430000,0002M,CPT,ffs,negotiated,professional
45775,302.040000,0002M,CPT,ffs,negotiated,professional
48187,211.430000,0002M,CPT,ffs,negotiated,professional
41788,211.430000,0002M,CPT,ffs,negotiated,professional
50109,503.400000,0002M,CPT,ffs,negotiated,professional
46475,444.000000,0002M,CPT,ffs,negotiated,professional
49482,816.330000,0002M,CPT,ffs,negotiated,professional
35135,211.430000,0002M,CPT,ffs,negotiated,professional
54553,211.430000,0002M,CPT,ffs,negotiated,professional
59630,302.040000,0002M,CPT,ffs,negotiated,professional
13531,251.700000,0002M,CPT,ffs,negotiated,professional
33065,211.430000,0002M,CPT,ffs,negotiated,professional
52424,251.700000,0002M,CPT,ffs,negotiated,professional
4741,201.360000,0002M,CPT,ffs,negotiated,professional
4564,211.430000,0002M,CPT,ffs,negotiated,professional
12939,241.630000,0002M,CPT,ffs,negotiated,professional
22947,211.430000,0002M,CPT,ffs,negotiated,professional
29759,251.700000,0002M,CPT,ffs,negotiated,professional
41868,1019.990000,0002M,CPT,ffs,negotiated,professional
32555,226.530000,0002M,CPT,ffs,negotiated,professional
49300,251.700000,0002M,CPT,ffs,negotiated,professional
44318,302.040000,0002M,CPT,ffs,negotiated,professional
50766,276.870000,0002M,CPT,ffs,negotiated,professional
10360,302.040000,0002M,CPT,ffs,negotiated,professional
29172,211.430000,0002M,CPT,ffs,negotiated,professional
28238,302.040000,0002M,CPT,ffs,negotiated,professional
9635,211.430000,0002M,CPT,ffs,negotiated,professional
30547,211.430000,0002M,CPT,ffs,negotiated,professional
5558,503.400000,0002M,CPT,ffs,negotiated,professional
56749,226.530000,0002M,CPT,ffs,negotiated,professional
57293,302.040000,0002M,CPT,ffs,negotiated,professional
26255,211.430000,0002M,CPT,ffs,negotiated,professional
49938,211.430000,0002M,CPT,ffs,negotiated,professional
45197,211.430000,0002M,CPT,ffs,negotiated,professional
50129,302.040000,0002M,CPT,ffs,negotiated,professional
2153,302.040000,0002M,CPT,ffs,negotiated,professional
58504,211.430000,0002M,CPT,ffs,negotiated,professional
6601,211.430000,0002M,CPT,ffs,negotiated,professional
16800,211.430000,0002M,CPT,ffs,negotiated,professional
21211,211.430000,0002M,CPT,ffs,negotiated,professional
56739,302.040000,0002M,CPT,ffs,negotiated,professional
55136,211.430000,0002M,CPT,ffs,negotiated,professional
47545,211.430000,0002M,CPT,ffs,negotiated,professional
2632,211.430000,0002M,CPT,ffs,negotiated,professional
40752,211.430000,0002M,CPT,ffs,negotiated,professional
48386,211.430000,0002M,CPT,ffs,negotiated,professional
